year,program,artist,appearances,song,tags,type,origin,associated_acts,members
2015,ベストアーティスト,BREAKERZ,,,"J-POP, アニメ, ロック",Group,日本,,DAIGO（ボーカル）AKIHIDE（ギター）SHINPEI（ギター）
2015,ベストアーティスト,E-girls,,,"J-POP, シンガーソングライター, ロック",Group,日本,,
2015,ベストアーティスト,EXILE,,,"J-POP, R&B, ダンス",Group,日本,,"EXILE HIRO, 松本利夫, EXILE ÜSA, EXILE MAKIDAI, EXILE ATSUSHI, EXILE AKIRA, EXILE TAKAHIRO, 橘ケンチ, EXILE TETSUYA, EXILE NESMITH, EXILE SHOKICHI, EXILE NAOTO, 小林直己, 白濱亜嵐, 世界, 佐藤大樹"
2015,ベストアーティスト,GENERATIONS from EXILE TRIBE,,,"J-POP, アニメ",Group,日本,,"白濱亜嵐, 片寄涼太, 数原龍友, 小森隼, 佐野玲於, 中務裕太"
2015,ベストアーティスト,HKT48,,,J-POP,女性グループ,日本,秋元康（プロデューサー）AKB48グループ,メンバーを参照
2015,ベストアーティスト,Hey! Say! JUMP,,,J-POP,男性グループ,日本,,"Hey! Say! 7, 山田涼介, 知念侑李, 中島裕翔, Hey! Say! BEST, 有岡大貴, 髙木雄也, 伊野尾慧, 八乙女光, 薮宏太"
2015,ベストアーティスト,JUJU,,,"J-POP, R&B, 歌謡曲",femaleソロ,日本広島県庄原市,,
2015,ベストアーティスト,KABA.ちゃん,,,"エレクトロニック, ロック",maleソロ,Kōchi,,
2015,ベストアーティスト,KANA-BOON,,,"J-POP, アニメ, ロック",Group,日本 大阪府堺市,,"谷口鮪（ボーカル・ギター）, 遠藤昌巳（ベース・コーラス）"
2015,ベストアーティスト,KAT-TUN,,,"J-POP, バンド",Group,日本,,
2015,ベストアーティスト,KinKi Kids,,,J-POP,Group,日本,"プロデューサー, 山下達郎, 吉田拓郎, 藤島ジュリー景子, 堂島孝平, コンサートマスター, 吉田建","堂本光一, 堂本剛"
2015,ベストアーティスト,NEWS,,,"J-POP, バンド",Group,Tokyo,,
2015,ベストアーティスト,NMB48,,,J-POP,女性グループ,日本,秋元康（プロデューサー）剱持嘉一AKB48グループ,メンバーを参照
2015,ベストアーティスト,Perfume,,,"J-POP, ダンス",Group,日本 広島県,中田ヤスタカMIKIKO,"樫野有香（かしゆか）, 西脇綾香（あ〜ちゃん）, 大本彩乃（のっち）"
2015,ベストアーティスト,SEKAI NO OWARI,,,"J-POP, アニメ, ロック",Group,日本 東京都大田区,"CHRYSANTHEMUM BRIDGE, 小林武史","Nakajin（ギター）, Fukase（ボーカル）, Saori（ピアノ）, DJ LOVE（DJ）"
2015,ベストアーティスト,Superfly,,,"J-POP, ロック",Group,日本 愛媛県松山市[注 1],"蔦谷好位置, 多保孝一, 松岡モトキ",越智志帆（ボーカル）
2015,ベストアーティスト,TOKIO,,,J-POP,Group,日本,,
2015,ベストアーティスト,V6,,,"J-POP, バンド, ロック",Group,,,
2015,ベストアーティスト,aiko,,,"J-POP, シンガーソングライター",femaleソロ,日本 大阪府吹田市,"島田昌典, OSTER project, トオミヨウ",
2015,ベストアーティスト,いきものがかり,,,"J-POP, ロック",Group,日本 神奈川県[注 1],"本間昭光, 亀田誠治, 島田昌典, 江口亮","吉岡聖恵（ボーカル）, 水野良樹（ギター・ピアノ）"
2015,ベストアーティスト,きゃりーぱみゅぱみゅ,,,"J-POP, エレクトロニック",ソロ,日本 東京[1][2],"中田ヤスタカ, 増田セバスチャン, MAIKO",
2015,ベストアーティスト,クリス松村,,,"エレクトロニック, ロック",maleソロ,オランダ・ハーグ,,
2015,ベストアーティスト,ゲスの極み乙女。,,,"J-POP, ロック",Group,日本,,"川谷絵音（ボーカル・ギター）, 休日課長（ベース）, ちゃんMARI（キーボード）, ほな・いこか（ドラムス）"
2015,ベストアーティスト,ジャニーズWEST,,,"エレクトロニック, ロック",男性グループ,日本,,"重岡大毅, 桐山照史, 中間淳太, 神山智洋, 藤井流星, 濵田崇裕, 小瀧望"
2015,ベストアーティスト,ナオト・インティライミ,,,,maleソロ,,,
2015,ベストアーティスト,ポルノグラフィティ,,,"J-POP, ロック",Group,日本 広島県因島,田村充義,"岡野昭仁（ボーカル）, 新藤晴一（ギター）"
2015,ベストアーティスト,三代目 J Soul Brothers from EXILE TRIBE,,,"J-POP, ダンス",Group,日本,HIRO,"NAOTO, 小林直己, ELLY, 山下健二郎, 岩田剛典, 今市隆二, ØMI"
2015,ベストアーティスト,乃木坂46,,,"J-POP, アイドル, 歌謡曲",Group,日本,"Sony Music Entertainment, 秋元康",現メンバーを参照
2015,ベストアーティスト,山本彩,,,J-POP,femaleソロ,日本 大阪府茨木市[2],"亀田誠治, 小名川高弘, 剱持嘉一",
2015,ベストアーティスト,嵐,,,"J-POP, ダンス, バンド",Group,Honolulu,,
2015,ベストアーティスト,平井堅,,,"J-POP, R&B, シンガーソングライター",maleソロ,日本 三重県名張市,,
2015,ベストアーティスト,星野源,,,"J-POP, R&B, シンガーソングライター, ダンス",ソロ,日本 埼玉県川口市[1],"SAKEROCK（2000年 - 2015年）, 河村""カースケ""智康, ハマ・オカモト, 長岡亮介 ほか",
2015,ベストアーティスト,槇原敬之,,,"J-POP, シンガーソングライター",maleソロ,日本 大阪府高槻市[2],,
2015,ベストアーティスト,氣志團,,,"J-POP, ロック",Group,日本,阿部義晴,"綾小路翔（ボーカル・MC・ギター）, 早乙女光（ダンサー・スクリーム）, 西園寺瞳（ギター）, 星グランマニエ（ギター）, 白鳥松竹梅（ベース）, 白鳥雪之丞（ドラムス）"
2015,ベストアーティスト,浜田ばみゅばみゅ,,,,maleソロ,大阪府大阪市浪速区（出生地）兵庫県尼崎市（出身地）,,
2015,ベストアーティスト,秦基博,,,"J-POP, アニメ, シンガーソングライター",maleソロ,日本・神奈川県横浜市,"上田禎, 亀田誠治, 島田昌典, 福耳",
2015,ベストアーティスト,西内まりや,,,"J-POP, シンガーソングライター",femaleソロ,日本福岡県福岡市中央区,,
2015,ベストアーティスト,西野カナ,,,"J-POP, シンガーソングライター",femaleソロ,日本 三重県松阪市,"GIORGIO 13 CANCEMI, DJ Mass MAD Izm*, 山口隆志",
2015,ベストアーティスト,関ジャニ∞,,,"J-POP, エレクトロニック, ロック",男性グループ,日本・大阪府,,"横山裕（ボーカル・パーカッション・トランペット・ギター）, 村上信五（ボーカル・キーボード）, 丸山隆平（ボーカル・ベース）, 安田章大（メインボーカル・ギター）, 大倉忠義（ボーカル・ドラムス）"
2015,ミュージックステーションスーパーライブ,AI,,,"J-POP, R&B, シンガーソングライター, ダンス, ヒップホップ",femaleソロ,Los Angeles,,
2015,ミュージックステーションスーパーライブ,AKB48,,,"J-POP, アイドル",女性グループ,日本,秋元康（総合プロデューサー）AKB48グループ,メンバーを参照
2015,ミュージックステーションスーパーライブ,BABYMETAL,,,"J-POP, アイドル, ロック",女性グループ,日本,KOBAMETAL（プロデュース）,"SU-METAL（ボーカル・ダンス）, MOAMETAL（スクリーム・ダンス）, MOMOMETAL（スクリーム・ダンス）"
2015,ミュージックステーションスーパーライブ,BoA,,,"J-POP, K-POP, R&B, アイドル, シンガーソングライター",ソロ,韓国 ソウル特別市,GOT the beat,
2015,ミュージックステーションスーパーライブ,E-girls,,,"J-POP, シンガーソングライター, ロック",Group,日本,,
2015,ミュージックステーションスーパーライブ,EXILE,,,"J-POP, R&B, ダンス",Group,日本,,"EXILE HIRO, 松本利夫, EXILE ÜSA, EXILE MAKIDAI, EXILE ATSUSHI, EXILE AKIRA, EXILE TAKAHIRO, 橘ケンチ, EXILE TETSUYA, EXILE NESMITH, EXILE SHOKICHI, EXILE NAOTO, 小林直己, 白濱亜嵐, 世界, 佐藤大樹"
2015,ミュージックステーションスーパーライブ,GENERATIONS,,,"J-POP, アニメ, エレクトロニック, ロック",maleソロ,Kōchi,,
2015,ミュージックステーションスーパーライブ,Hey! Say! JUMP,,,J-POP,男性グループ,日本,,"Hey! Say! 7, 山田涼介, 知念侑李, 中島裕翔, Hey! Say! BEST, 有岡大貴, 髙木雄也, 伊野尾慧, 八乙女光, 薮宏太"
2015,ミュージックステーションスーパーライブ,JUJU,,,"J-POP, R&B, 歌謡曲",femaleソロ,日本広島県庄原市,,
2015,ミュージックステーションスーパーライブ,KAT-TUN,,,"J-POP, バンド",Group,日本,,
2015,ミュージックステーションスーパーライブ,Kis-My-Ft2,,,"J-POP, バンド",男性グループ,日本,,"千賀健永, 宮田俊哉, 横尾渉, 藤ヶ谷太輔, 玉森裕太, 二階堂高嗣"
2015,ミュージックステーションスーパーライブ,L'Arc〜en〜Ciel,,,"J-POP, ロック",Group,日本 大阪府大阪市,岡野ハジメ（共同プロデューサー、1996年 - ）,"hyde（ボーカル）, ken（ギター）, tetsuya（ベース）, yukihiro（ドラムス）"
2015,ミュージックステーションスーパーライブ,Mr.Children,,,"J-POP, ロック, 歌謡曲",Group,日本 東京都[1],小林武史（1992年 - 2014年),"桜井和寿（ボーカル・ギター）, 田原健一（ギター）, 中川敬輔（ベース）, 鈴木英哉（ドラムス）"
2015,ミュージックステーションスーパーライブ,Perfume,,,"J-POP, ダンス",Group,日本 広島県,中田ヤスタカMIKIKO,"樫野有香（かしゆか）, 西脇綾香（あ〜ちゃん）, 大本彩乃（のっち）"
2015,ミュージックステーションスーパーライブ,SEKAI NO OWARI,,,"J-POP, アニメ, ロック",Group,日本 東京都大田区,"CHRYSANTHEMUM BRIDGE, 小林武史","Nakajin（ギター）, Fukase（ボーカル）, Saori（ピアノ）, DJ LOVE（DJ）"
2015,ミュージックステーションスーパーライブ,SMAP,,,"J-POP, バンド",Group,日本,,
2015,ミュージックステーションスーパーライブ,Sexy Zone,,,"J-POP, エレクトロニック, ロック",男性グループ,日本,,"佐藤勝利, 菊池風磨, 松島聡, 寺西拓人, 原嘉孝, 橋本将生, 猪俣周杜, 篠塚大輝"
2015,ミュージックステーションスーパーライブ,Superfly,,,"J-POP, ロック",Group,日本 愛媛県松山市[注 1],"蔦谷好位置, 多保孝一, 松岡モトキ",越智志帆（ボーカル）
2015,ミュージックステーションスーパーライブ,TOKIO,,,J-POP,Group,日本,,
2015,ミュージックステーションスーパーライブ,X JAPAN,,,"J-POP, ロック",Group,日本 千葉県館山市,津田直士,"YOSHIKI（ドラムス・ピアノ・コンポーザー）, Toshl（ボーカル）, PATA（ギター）, HEATH（ベース）, SUGIZO（ギター・ヴァイオリン）"
2015,ミュージックステーションスーパーライブ,YUKI,,,"J-POP, シンガーソングライター",femaleソロ,Hakodate,agehasprings玉井健二蔦谷好位置JUDY AND MARY前田佑,
2015,ミュージックステーションスーパーライブ,aiko,,,"J-POP, シンガーソングライター",femaleソロ,日本 大阪府吹田市,"島田昌典, OSTER project, トオミヨウ",
2015,ミュージックステーションスーパーライブ,back number,,,"J-POP, ロック",Group,日本 群馬県,,"清水依与吏（ボーカル・ギター）, 小島和也（ベース・コーラス）, 栗原寿（ドラムス）"
2015,ミュージックステーションスーパーライブ,miwa,,,"J-POP, アニメ, シンガーソングライター",femaleソロ,Hayama,"NAOKI-T, Quatre-M",
2015,ミュージックステーションスーパーライブ,いきものがかり,,,"J-POP, ロック",Group,日本 神奈川県[注 1],"本間昭光, 亀田誠治, 島田昌典, 江口亮","吉岡聖恵（ボーカル）, 水野良樹（ギター・ピアノ）"
2015,ミュージックステーションスーパーライブ,きゃりーぱみゅぱみゅ,,,"J-POP, エレクトロニック",ソロ,日本 東京[1][2],"中田ヤスタカ, 増田セバスチャン, MAIKO",
2015,ミュージックステーションスーパーライブ,ゆず,,,"J-POP, アニメ, ロック",Group,Yokohama,,
2015,ミュージックステーションスーパーライブ,ゲスの極み乙女。,,,"J-POP, ロック",Group,日本,,"川谷絵音（ボーカル・ギター）, 休日課長（ベース）, ちゃんMARI（キーボード）, ほな・いこか（ドラムス）"
2015,ミュージックステーションスーパーライブ,コブクロ,,,J-POP,Group,日本 大阪府堺市,,"黒田俊介（ボーカル）, 小渕健太郎（ボーカル・ギター）"
2015,ミュージックステーションスーパーライブ,ゴールデンボンバー,,,"J-POP, ロック",Group,,tatsuo（everset）,
2015,ミュージックステーションスーパーライブ,ジャニーズWEST,,,"エレクトロニック, ロック",男性グループ,日本,,"重岡大毅, 桐山照史, 中間淳太, 神山智洋, 藤井流星, 濵田崇裕, 小瀧望"
2015,ミュージックステーションスーパーライブ,ナオト・インティライミ,,,,maleソロ,,,
2015,ミュージックステーションスーパーライブ,ポルノグラフィティ,,,"J-POP, ロック",Group,日本 広島県因島,田村充義,"岡野昭仁（ボーカル）, 新藤晴一（ギター）"
2015,ミュージックステーションスーパーライブ,三代目 J Soul Brothers,,,"J-POP, ダンス",Group,日本,HIRO,"NAOTO, 小林直己, ELLY, 山下健二郎, 岩田剛典, 今市隆二, ØMI"
2015,ミュージックステーションスーパーライブ,乃木坂46,,,"J-POP, アイドル, 歌謡曲",Group,日本,"Sony Music Entertainment, 秋元康",現メンバーを参照
2015,ミュージックステーションスーパーライブ,家入レオ,,,,femaleソロ,日本 福岡県久留米市,西尾芳彦,
2015,ミュージックステーションスーパーライブ,嵐,,,"J-POP, ダンス, バンド",Group,Honolulu,,
2015,ミュージックステーションスーパーライブ,星野源,,,"J-POP, R&B, シンガーソングライター, ダンス",ソロ,日本 埼玉県川口市[1],"SAKEROCK（2000年 - 2015年）, 河村""カースケ""智康, ハマ・オカモト, 長岡亮介 ほか",
2015,ミュージックステーションスーパーライブ,秦基博,,,"J-POP, アニメ, シンガーソングライター",maleソロ,日本・神奈川県横浜市,"上田禎, 亀田誠治, 島田昌典, 福耳",
2015,ミュージックステーションスーパーライブ,稲葉浩志,,,"J-POP, シンガーソングライター, ロック",maleソロ,日本 岡山県津山市,松本孝弘（B'z）,
2015,ミュージックステーションスーパーライブ,西野カナ,,,"J-POP, シンガーソングライター",femaleソロ,日本 三重県松阪市,"GIORGIO 13 CANCEMI, DJ Mass MAD Izm*, 山口隆志",
2015,ミュージックステーションスーパーライブ,関ジャニ∞,,,"J-POP, エレクトロニック, ロック",男性グループ,日本・大阪府,,"横山裕（ボーカル・パーカッション・トランペット・ギター）, 村上信五（ボーカル・キーボード）, 丸山隆平（ボーカル・ベース）, 安田章大（メインボーカル・ギター）, 大倉忠義（ボーカル・ドラムス）"
2016,NHK紅白歌合戦,AAA,7.0,ハリケーン・リリ、ボストン・マリ,J-POP,Group,Japan,,
2016,NHK紅白歌合戦,AI,2.0,みんながみんな英雄,"J-POP, R&B, シンガーソングライター, ダンス, ヒップホップ",femaleソロ,Los Angeles,,
2016,NHK紅白歌合戦,AKB48,9.0,夢の紅白選抜SPメドレー[※ 12],"J-POP, アイドル",女性グループ,日本,秋元康（総合プロデューサー）AKB48グループ,メンバーを参照
2016,NHK紅白歌合戦,E-girls,4.0,DANCE WITH ME NOW!,"J-POP, シンガーソングライター, ロック",Group,日本,,
2016,NHK紅白歌合戦,KinKi Kids,1.0,硝子の少年,J-POP,Group,日本,"プロデューサー, 山下達郎, 吉田拓郎, 藤島ジュリー景子, 堂島孝平, コンサートマスター, 吉田建","堂本光一, 堂本剛"
2016,NHK紅白歌合戦,PUFFY,1.0,PUFFY 20周年紅白スペシャル[※ 2],"J-POP, ロック, 歌謡曲",女性グループ,日本,奥田民生アンディ・スターマー,"大貫亜美（ボーカル）, 吉村由美（ボーカル）"
2016,NHK紅白歌合戦,Perfume,9.0,FLASH,"J-POP, ダンス",Group,日本 広島県,中田ヤスタカMIKIKO,"樫野有香（かしゆか）, 西脇綾香（あ〜ちゃん）, 大本彩乃（のっち）"
2016,NHK紅白歌合戦,RADIO FISH,1.0,PERFECT HUMAN,"J-POP, ロック",Group,日本,KOJIKARU,"NAKATA, SHINGO, FISHBOY, Show-hey, SHiN, RIHITO"
2016,NHK紅白歌合戦,RADWIMPS,1.0,前前前世 [original ver.],"J-POP, アニメ, ロック",Group,日本 神奈川県横浜市[1][2],,"野田洋次郎（ボーカル・ギター・ピアノ）, 武田祐介（ベース・コーラス）, 山口智史（ドラムス・コーラス）"
2016,NHK紅白歌合戦,SEKAI NO OWARI,3.0,Hey Ho from RPG[※ 6],"J-POP, アニメ, ロック",Group,日本 東京都大田区,"CHRYSANTHEMUM BRIDGE, 小林武史","Nakajin（ギター）, Fukase（ボーカル）, Saori（ピアノ）, DJ LOVE（DJ）"
2016,NHK紅白歌合戦,Sexy Zone,4.0,よびすて 紅白'16,"J-POP, エレクトロニック, ロック",男性グループ,日本,,"佐藤勝利, 菊池風磨, 松島聡, 寺西拓人, 原嘉孝, 橋本将生, 猪俣周杜, 篠塚大輝"
2016,NHK紅白歌合戦,THE YELLOW MONKEY,1.0,JAM,"J-POP, ロック, 歌謡曲",Group,日本 東京都,,"吉井和哉（ボーカル・ギター）, 菊地英昭（ギター）, 廣瀬洋一（ベース）, 菊地英二（ドラムス）"
